D1	D2	RR	direction_yes_no	p5years	p.value.direction	AGE_AT_D1	counts	female_counts	CODE_DIFF_DAYS	death_counts
K51	N82	7.12012	1	0	5.152609e-22	17140.36	110	110	667.15	nan
K51	O82	1.09608	1	9.60424776603613e-13	2.468684e-10	10500.59	851	851	784.73	nan
K51	O99	1.50766	1	4.94065645841247e-324	2.386627e-88	10271.34	1872	1872	758.01	22
K52	A04	3.81028	1	0	1.914595e-12	23035.5	2286	1384	336.07	976
K52	A41	1.3325	1	3.38350150451989e-131	8.967814e-84	25167.59	4005	2117	560.17	2660
K52	A49	1.38125	1	2.12226034686461e-71	3.527728e-56	24002.72	1854	1003	585.55	968
K52	D63	1.2036	1	7.92666552248533e-15	1.248016e-10	25666.65	1057	590	443.89	874
K52	D84	1.6465	1	1.08596842282162e-13	3.887847e-08	9098.58	125	68	617.16	nan
K52	E34	1.41678	1	2.03783350806999e-17	6.62718e-08	15468.61	299	153	606.65	62
K52	E41	2.58325	1	2.41514547270725e-78	4.020284e-18	25730.68	244	153	497.77	152
K52	E47	2.59835	1	1.22613632534515e-54	8.236618e-12	19775.98	172	118	411.8	66
K52	E55	1.39328	1	2.41408499184962e-22	4.724892e-08	25039.6	555	375	589.14	265
K52	E64	2.17788	1	8.04206213027592e-134	4.960567e-13	19805.83	683	412	496.68	310
K52	E83	2.08322	1	1.24306381499031e-168	1.054475e-09	24430.89	808	538	474.92	426
K52	F05	1.28842	1	9.69628589617863e-21	2.138405e-51	27929.76	831	464	539.8	587
K52	F33	1.72941	1	2.6410257398253e-135	2.689006e-12	24098.03	1158	833	615.78	448
K52	F41	1.33609	1	1.00760115809527e-36	5.108599e-43	22087.51	1122	766	556.51	607
K52	I95	1.49041	1	4.20751474958591e-62	2.937293e-08	26532.28	1018	562	572.56	510
K52	K64	1.35849	1	1.63078119555448e-28	8.437941e-64	20760.13	894	540	638.32	96
K52	K72	1.42893	1	9.0873719782608e-19	3.654107e-11	21790.99	370	174	559.98	296
K52	K90	8.18483	1	0	2.789073e-09	17366.83	1320	799	340.06	235
K52	L98	1.23895	1	1.73465256021574e-14	8.022083e-11	21551.62	708	397	742.04	280
K52	M80	1.29788	1	2.53624105203921e-52	1.955291e-10	27466.51	1490	1209	667.16	746
K52	M85	1.2746	1	3.75478889336036e-29	2.65738e-12	22839.82	1124	859	713.19	137
K52	N28	1.50863	1	3.19658535074828e-33	1.965238e-10	25462.71	474	226	557.55	250
K56	D63	1.16184	1	4.12631255363451e-13	1.363135e-07	24787.11	1266	708	423.34	1139
K56	E61	2.87801	1	1.04013944736818e-69	1.349083e-07	21702.63	161	100	462.06	84
K56	E83	1.43908	1	2.23571928068429e-37	9.318868e-18	23838.99	617	417	429.83	397
K56	E86	1.50465	1	4.94065645841247e-324	1.593454e-10	25409.17	6382	3738	365.94	4203
K56	F41	1.33004	1	5.68682886101363e-40	5.604898e-44	23687.49	1093	689	396.57	852
K56	G47	1.17042	1	2.91510749204854e-18	1.289851e-49	22352.47	1172	595	501.44	862
K56	K43	5.90571	1	0	2.987842e-12	23021.79	4243	2287	487.98	1077
K56	K91	11.0506	1	0	1.976057e-16	21487.59	3141	1813	296.96	1214
K57	A04	1.16047	1	1.18767806615254e-14	7.168158e-78	27113.7	1289	769	598.58	665
K57	D64	1.25416	1	9.74056699858942e-232	2.012229e-41	27862.43	8856	5014	526.83	4812
K57	F32	1.09138	1	2.95339943674102e-12	3.239956e-23	27035.65	2691	1778	640.25	1399
K57	I71	1.16819	1	4.0852667641363e-29	1.206917e-22	26782.59	1985	673	589.48	836
K57	K43	2.87521	1	4.94065645841247e-324	9.894375e-66	23443.28	3690	1950	640.99	700
K57	K55	2.22784	1	8.53123707249612e-306	2.762812e-10	26849.96	1447	759	370.39	614
K57	K56	2.30699	1	4.94065645841247e-324	4.354391e-29	25604.07	5417	3326	409.25	2343
K57	K91	1.91443	1	4.87591932689878e-225	7.311869e-85	23897.57	1067	597	458.75	342
K58	D13	2.15319	1	8.19235488416527e-48	1.937577e-08	19403.89	288	212	584.53	27
K58	E64	1.50474	1	1.13327304059897e-13	2.227407e-20	16379.31	321	248	503.85	52
K58	F17	1.44171	1	3.02050068161996e-42	1.124543e-46	16663.73	893	680	709.88	73
K58	F32	1.541	1	7.52193591920409e-64	1.94916e-54	21331.02	1043	826	697.06	290
K58	F33	1.5711	1	1.24222856005585e-40	1.165823e-75	19371.62	644	526	763.13	125
K58	F34	1.79443	1	3.90206205397817e-12	6.481616e-09	22432.99	112	nan	641.94	21
K58	F41	1.5098	1	2.02363201239644e-38	1.54282e-37	18038.91	633	499	767.35	137
K58	G50	1.55767	1	1.22341391363223e-14	1.304057e-17	18528.05	212	174	853.29	nan
K58	K31	1.474	1	1.88512614163412e-10	1.039592e-11	19467.35	201	136	624.17	35
K58	K55	2.41725	1	1.40889543593696e-57	2.555747e-35	23747.75	247	182	652.57	95
K58	K56	1.27105	1	4.23768674716817e-17	2.355402e-50	21712.65	764	529	693.36	255
K58	K57	2.64301	1	0	6.515102e-10	23067.11	2969	2032	479.68	375
K58	K64	1.69426	1	4.64279354176577e-63	9.430172e-217	17860.24	905	577	701.14	27
K58	K86	1.5806	1	8.35850792027117e-33	3.648561e-11	20505.07	398	233	548.25	82
K58	L29	1.58963	1	4.54894001964301e-11	3.953057e-12	17148.07	148	106	764.68	nan
K58	M25	1.23115	1	6.02258689172761e-18	1.270929e-33	16303.35	1343	1055	844.5	50
K58	M47	1.29429	1	5.27407538530759e-26	2.691579e-57	20392.73	1213	825	856.97	86
K58	M79	1.18085	1	1.66948709000573e-30	1.16185e-13	16791.05	3057	2332	830.89	194
K58	M81	1.16907	1	1.25451431415925e-17	4.042952e-239	23905.12	1487	1290	854.95	336
K58	N30	1.11317	1	4.36839866700285e-13	7.625116e-71	20231.4	2656	2188	795.6	602
K59	A04	1.39045	1	9.43874017445164e-103	8.330678e-08	24177.11	2559	1485	477.62	1348
K59	A41	1.13146	1	1.44179785489074e-71	1.638113e-66	25917.5	11045	5117	530.23	7762
K59	A49	1.1227	1	1.25263407882098e-26	1.605276e-13	24137.5	4933	2437	520.36	2795
K59	B96	1.2216	1	1.14571589401557e-10	6.705046e-11	23256.79	587	294	597.15	316
K59	B98	1.73408	1	1.15436466481692e-25	7.12574e-11	18233.05	245	142	448.1	24
K59	E41	1.90215	1	2.81783444826477e-90	1.449009e-14	26448.69	661	387	455.99	453
K59	E47	1.9209	1	6.28672496200714e-65	8.772724e-10	20258.84	382	268	530.86	173
K59	F00	1.21593	1	4.120676510263e-34	4.297923e-54	29681.68	1925	1252	568.56	1215
K59	F01	1.28715	1	1.36942995083347e-29	1.540658e-11	29093.05	1079	596	531.26	764
K59	F02	1.78172	1	7.68106869411397e-56	4.068275e-11	27886.12	444	192	610.5	322
K59	F03	1.32098	1	1.02535458974644e-185	3.747194e-24	29868.4	5934	3660	500.14	4551
K59	F05	1.79765	1	4.94065645841247e-324	1.136353e-07	28286.89	4043	1895	349.83	3118
K59	F06	1.41947	1	6.13844619888282e-36	4.513952e-08	24875.84	691	376	560.7	318
K59	J15	1.13551	1	3.95380297366339e-66	6.214757e-21	25582.95	9334	4539	565.97	6232
K59	J69	1.45066	1	2.17622651692841e-76	8.083371e-104	25734.92	1406	572	574.9	1067
K59	J96	1.09095	1	6.66110786546634e-33	2.664374e-93	24765.63	8351	4325	570.58	6133
K59	K55	1.76454	1	5.87397870820853e-147	7.856689e-15	25303.19	1170	695	488.31	660
K59	K64	1.84771	1	4.94065645841247e-324	1.672942e-52	19963.56	3613	2164	485.61	275
K59	K90	2.82665	1	0	7.617909e-08	14362.34	1750	1095	401.59	238
K59	L89	1.56151	1	3.728395159426e-186	8.508464e-37	26657.27	2230	1193	567.39	1607
K60	D12	1.90056	1	0	1.979122e-09	20145.14	1980	770	404.52	154
K60	E66	1.26913	1	2.89662045586915e-97	7.521777e-09	15794.52	1935	1188	661.71	82
K60	K43	1.55809	1	2.02855111756266e-79	1.601071e-12	19705.67	428	201	773.68	67
K60	K56	1.67329	1	5.56438101257287e-115	1.412665e-13	18803.1	580	288	731.02	164
K60	K57	1.47901	1	7.02255119927363e-100	6.67675e-12	22532.36	1292	541	451.68	154
K60	K63	3.61876	1	0	3.877881e-13	18045.83	495	229	524.43	109
K60	K91	3.0964	1	0	5.575058e-09	17980.49	264	134	688.89	61
K60	L29	4.93993	1	0	2.882978e-08	15954.51	444	209	448.16	nan
K60	L30	1.88063	1	2.0596340826311e-106	8.294473e-19	15514.87	512	242	672.66	34
K60	L98	1.29716	1	4.09841607475757e-17	4.572848e-15	17360.15	333	121	710.4	54
K60	M07	1.40234	1	4.26965650410919e-17	1.495807e-19	14883.53	163	96	794.1	nan
K60	M19	1.13855	1	5.72358588876613e-11	2.587145e-36	19905.8	816	407	725.25	47
K61	B95	2.0692	1	3.7474423541881e-22	2.986866e-14	13416.44	86	32	586.36	nan
K61	D12	1.40434	1	1.49208019236144e-48	2.751532e-106	20531.84	822	214	653.53	95
K61	E11	1.18691	1	1.71065240804544e-38	1.046473e-10	19931.9	1477	382	549.6	272
K61	E66	1.25251	1	6.81323925138034e-50	8.068979e-31	15643.16	1545	797	640.78	100
K61	F17	4.00777	1	0	6.851072e-15	15853.36	2120	609	286.65	190
K61	K52	1.2228	1	2.68303722506629e-13	4.379334e-14	16474.49	501	197	662.16	96
K61	K56	1.32958	1	2.88178788763209e-25	5.745079e-23	18945.49	477	168	656.67	171
K61	K60	25.4913	1	0	7.342704e-291	15401.37	7543	2429	269.14	459
K61	K62	1.96564	1	1.05150710984936e-238	1.684904e-19	17384.02	1118	346	583.95	172
K61	K63	2.68788	1	2.24083997099753e-160	4.610445e-24	18145.64	363	135	526.4	89
K61	K64	2.23425	1	2.70190040213133e-141	6.341183e-76	16625.45	625	215	521.38	35
K61	K91	2.1427	1	1.6423806343245e-91	2.267622e-15	18058.93	248	86	654.94	52
K61	L73	7.24675	1	0	6.16135e-15	13637.1	553	232	663.36	34
K61	L98	1.44764	1	9.07496893471265e-26	1.425128e-29	18230.96	368	128	669.7	91
K62	A04	1.27929	1	1.18369196326045e-28	1.300047e-38	24348.55	1142	639	502.74	589
K62	C17	1.57719	1	2.16902613724736e-13	1.668333e-11	24192.81	139	66	430.34	82
K62	C18	1.97097	1	0	2.421272e-37	26409.6	3807	1777	260.54	1936
K62	D50	1.83694	1	4.94065645841247e-324	3.484099e-12	25750.74	2663	1454	531.08	1346
K62	D64	1.52573	1	4.94065645841247e-324	3.831399e-30	26693.31	7315	3821	474.74	4258
K62	F03	1.19243	1	6.15288249386951e-44	4.597291e-102	29755.65	2645	1692	586.68	2093
K62	F33	1.13505	1	3.99408258341055e-10	2.673705e-22	24584.51	1077	723	642.33	438
K62	I51	1.43936	1	1.20038354822167e-49	4.454972e-14	26293.77	784	390	577.5	366
K62	K51	4.85156	1	0	5.945331e-79	17862.62	5322	2776	283.03	572
K62	K52	1.82647	1	0	1.982906e-08	21198.79	3684	2060	460.8	1047
K62	K55	3.09787	1	0	2.843705e-28	25820.03	1131	586	332.6	558
K62	K56	1.6965	1	4.94065645841247e-324	6.196788e-40	24223.22	2873	1694	551.19	1513
K62	K59	1.78941	1	4.94065645841247e-324	8.039521e-30	21050.79	10642	6157	452.69	3255
K62	K63	3.38775	1	0	4.285543e-23	23625	2201	1076	358.71	767
K62	K64	7.30252	1	4.94065645841247e-324	1.339504e-39	20566.31	7208	3563	279.41	491
K62	K72	1.47009	1	5.01228115154551e-36	2.072892e-31	21764.88	570	223	521.12	439
K62	K91	2.17849	1	2.87214294900435e-235	6.207289e-23	22041.33	868	468	531.97	286
K65	A49	2.2466	1	3.21358806090929e-222	1.120729e-09	22178.33	1020	487	444.95	516
K65	E86	1.52079	1	6.02054404659852e-128	5.965781e-08	23782.19	2043	1028	391.67	1265
K65	I46	1.65951	1	7.54082288446449e-38	1.799118e-09	23408.58	441	186	381.45	375
K65	K43	4.96481	1	0	2.238352e-60	20904.26	1647	803	542.74	331
K65	L90	2.01323	1	2.46379826032647e-39	1.352112e-19	15793.28	258	182	754.17	31
K66	C78	1.91457	1	2.51792584969147e-39	5.424591e-14	22914.16	160	87	529.94	126
K66	E86	1.55226	1	7.52217061846143e-21	6.348042e-29	23147.24	230	161	603.66	136
K66	K52	2.2358	1	5.01565003941322e-45	1.320651e-09	19531	142	103	634.95	31
K66	K59	2.93458	1	1.54444311439963e-289	6.028856e-17	19473.88	623	470	582.36	154
K66	L90	1.86729	1	1.84078438850727e-12	8.350782e-10	14193.49	93	nan	865.7	nan
K66	N30	1.28006	1	2.12604775810016e-11	2.429497e-08	20000.69	374	312	679.53	108
K70	A04	3.66121	1	0	2.030052e-27	21970.76	688	266	413.93	431
K70	A41	2.65406	1	4.94065645841247e-324	2.180651e-99	21506.36	3747	1218	446.24	2935
K70	A49	1.78517	1	1.84441423106684e-314	2.29078e-29	21363.7	882	272	534.27	547
K70	B37	2.63954	1	0	1.389408e-09	20769.71	636	208	484.39	395
K70	C01	1.70809	1	6.09180333700567e-13	6.966143e-12	21053.97	36	nan	746.06	nan
K70	C02	1.676	1	2.06898780962524e-21	7.359042e-13	20406.1	83	26	727.12	nan
K70	C04	2.67823	1	6.44105722241436e-78	2.732658e-09	20179.48	69	22	825.86	48
K70	C06	1.66858	1	1.8646223422898e-36	5.186796e-20	20763.8	147	47	744.81	108
K70	C10	1.9865	1	3.16312539784359e-67	2.959473e-44	20751.76	146	49	822.07	92
K70	C13	2.04802	1	1.44870271590136e-60	8.469972e-31	20935.49	116	24	781.87	94
K70	C22	12.8912	1	0	7.976667e-57	23253.22	1051	130	432.88	938
K70	D62	5.57863	1	0	6.443307e-11	20812.83	973	331	498.64	680
K70	E13	3.24178	1	0	1.557497e-17	20113.31	333	95	633.04	168
K70	E14	1.84228	1	0	2.203778e-10	20766.99	950	257	588.42	552
K70	E41	3.67815	1	3.05361389345551e-205	1.797716e-14	21803.41	213	102	466.46	134
K70	E64	2.55987	1	2.09199532358477e-244	3.722324e-10	20853.97	409	185	486.11	256
K70	E85	8.22019	1	0	1.59774e-09	20454.25	140	35	463.99	87
K70	E86	3.15647	1	4.94065645841247e-324	4.247681e-107	22339.18	3078	1140	511.21	2111
K70	E87	3.62068	1	4.94065645841247e-324	3.123894e-65	21318.71	3082	1154	479.59	1994
K70	F03	2.50304	1	0	2.395002e-34	23533.77	713	246	497.76	461
K70	F05	3.25737	1	0	1.524312e-15	21232.12	708	181	494.98	429
K70	G31	11.2003	1	0	1.051419e-21	20864.02	800	238	442.5	510
K70	G41	3.38956	1	9.03361509672481e-233	5.173334e-11	20468.82	170	62	580.3	121
K70	G93	7.66153	1	0	4.484831e-31	21260.43	557	168	507.82	378
K70	G96	1.2045	1	7.38275525360441e-14	2.154735e-11	21462.18	403	123	561.15	198
K70	I46	1.69035	1	1.56387175970368e-138	2.122839e-85	20782.6	670	184	565.24	614
K70	I61	2.6166	1	4.94065645841247e-324	1.690536e-34	20647.35	593	187	629.31	447
K70	I64	1.12005	1	8.46734660661829e-16	1.378948e-07	22087.18	1121	373	607.31	708
K70	I86	14.5158	1	0	7.137991e-15	20140.05	495	131	485.25	289
K70	I95	1.98555	1	5.78359484002226e-213	7.86484e-20	22523.73	558	176	535.33	368
K70	I98	36.4681	1	0	5.445909e-25	19697.45	979	261	419.12	675
K70	J15	1.44138	1	1.00387439144743e-206	6.63146e-29	21525.7	1768	530	469.91	1239
K70	J22	1.36661	1	1.14080657796635e-20	2.391864e-10	21228.38	170	56	582.59	110
K70	J69	3.05481	1	0	2.832448e-17	21210.37	518	135	482.66	388
K70	J81	1.64431	1	3.48778185240842e-61	2.699687e-15	22199.5	319	111	464.95	281
K70	J90	1.8687	1	1.12319505366108e-189	1.455968e-12	21753.32	504	152	465.49	344
K70	J91	2.37408	1	1.34908750031342e-199	1.921715e-10	21270.49	273	71	532.37	200
K70	J96	1.76157	1	4.94065645841247e-324	1.394706e-97	21239.39	2635	839	477.8	2039
K70	K02	2.44131	1	9.12099529443984e-319	1.010842e-22	19884.83	392	103	677.67	237
K70	K04	1.20902	1	1.17590844611072e-12	9.180889e-09	19901.26	310	85	768.87	167
K70	K05	1.44725	1	6.75573287649752e-50	2.34265e-15	20401.92	368	118	676.46	227
K70	K42	5.13988	1	0	3.74047e-22	20310.11	1094	171	549.51	604
K70	K55	1.84601	1	1.72553823182392e-64	1.149428e-08	22337.49	211	70	580.6	134
K70	K63	1.8368	1	2.57796883171063e-122	1.783031e-07	21338.84	345	112	507.06	195
K70	K65	8.67378	1	0	9.598143e-44	20906.83	1993	573	380.97	1449
K70	K71	16.651	1	0	8.41834e-09	20444.74	1082	380	394.6	685
K70	K72	30.5092	1	0	4.833134e-101	20566.43	6325	2045	351.71	4964
K70	K74	23.0993	1	0	4.532819e-29	21025.03	5179	1688	424.27	3399
K70	L29	2.17814	1	1.68128690691147e-58	1.695774e-07	22375.83	95	29	564.79	54
K70	L89	2.14867	1	4.36705300818523e-251	5.549293e-17	21547.43	524	165	498.11	357
K70	L97	1.55261	1	7.81995817826852e-112	3.951298e-18	21748.3	514	143	662.98	341
K70	M80	2.14987	1	1.07706310793392e-321	2.98058e-39	22567.79	569	303	669.17	312
K70	M81	1.45423	1	1.54017530224117e-171	5.671616e-45	21931.14	981	554	687.81	476
K70	N17	3.21915	1	0	5.377461e-14	21334.95	1241	349	379.53	971
K70	N18	1.15087	1	9.57377485962162e-27	2.38406e-44	22183.15	817	184	523.22	562
K70	N19	1.46903	1	7.69562425527913e-100	1.530464e-17	21872.95	695	187	451.26	546
K70	N30	1.66422	1	4.94065645841247e-324	4.972419e-23	21994.19	2156	1086	534.67	1306
K70	N39	1.56745	1	4.94065645841247e-324	5.074781e-45	22135.74	1657	809	532.9	990
K73	A41	2.23555	1	1.82349821180439e-113	1.040842e-21	21301.78	265	149	604.29	169
K73	C22	12.3354	1	1.33973049571825e-241	9.545055e-13	22107.36	76	27	422.59	nan
K73	C44	1.69458	1	1.07454075214643e-15	6.809954e-10	23657.17	35	nan	948.49	nan
K73	E86	1.4423	1	2.75203787556221e-19	4.005605e-13	22569.87	190	119	609.31	116
K73	M80	2.14939	1	3.02257885121557e-47	4.819492e-08	24980.26	86	nan	583.59	35
K73	M81	2.83176	1	3.86173688259671e-289	5.173349e-32	21784.97	276	225	642.13	64
K73	M85	4.37374	1	5.96141193457819e-267	6.424151e-30	19628.09	171	136	713.11	nan
K73	N17	2.94801	1	1.04903141895838e-54	2.641604e-08	21379.44	66	32	443.06	nan
K74	A41	2.41468	1	0	9.061729e-08	22299.59	1606	633	434.16	1292
K74	C22	24.1774	1	0	2.916936e-09	23459.43	896	224	377.94	773
K74	E86	2.29608	1	0	7.719395e-22	23710.74	1454	585	441.35	1102
K74	G93	9.90191	1	0	3.400977e-12	22066.44	329	118	413.07	231
K74	I46	1.5107	1	1.36107306348915e-25	2.729385e-19	22209.41	264	77	416.53	nan
K74	K72	40.563	1	0	1.03787e-12	21423.45	2958	1152	335.95	2285
K76	A41	1.91106	1	6.57107308968858e-322	1.165339e-17	22176.85	2036	873	468.71	1404
K76	A49	1.49813	1	7.69556830830583e-46	4.253837e-14	22548.38	709	321	588.94	377
K76	C22	10.9862	1	0	8.92306e-30	23457.52	665	173	349.4	566
K76	C24	4.16572	1	2.94757649518976e-97	1.382136e-17	23867.87	190	92	238.99	160
K76	C25	1.7884	1	5.97139539234494e-36	2.816362e-12	24239.97	321	157	220.57	275
K76	E13	3.03696	1	5.52334701104332e-113	7.9915e-08	20123.61	185	72	634.52	70
K76	E41	1.89134	1	7.90079073328162e-12	1.107974e-07	22536.21	78	41	627.41	50
K76	E86	1.6977	1	3.25889787404826e-181	6.52333e-26	23777.46	1665	795	535.71	1040
K76	F05	1.72638	1	1.68394439611016e-33	6.359503e-12	23429.61	330	119	519.41	207
K76	I46	1.36827	1	1.62002441003997e-13	3.699915e-35	22107.05	347	135	512.43	315
K76	I61	1.4147	1	1.10332550543418e-13	8.320192e-08	22286.9	252	106	652.96	178
K76	J96	1.49163	1	6.42170693461829e-100	1.708521e-18	21448.36	1531	666	435.41	1082
K76	M80	1.36253	1	2.38593876235023e-21	1.03776e-12	25094.69	435	328	652.66	191
K76	M81	1.21567	1	4.46679728869717e-22	7.970377e-23	23753.81	968	729	652.14	316
K76	N18	1.27093	1	9.51138139451024e-27	1.38419e-17	23130.36	695	261	532.92	404
K80	B98	1.52079	1	2.432082781754e-13	6.760608e-27	18264.33	163	114	536.69	nan
K80	C23	6.01386	1	0	1.428462e-65	25491.59	416	313	236.86	354
K80	C24	3.18883	1	0	1.824993e-96	25925.97	866	539	273.31	761
K80	C25	1.46338	1	3.16111240237956e-96	1.502775e-179	25626.98	1580	900	295.52	1407
K80	D13	2.2035	1	1.62756589721303e-299	7.938166e-11	21521.56	1176	797	357.91	202
K80	E65	1.44364	1	3.44419464898818e-42	2.417398e-17	14244.51	813	755	809.61	nan
K80	E68	1.53399	1	2.71250643530643e-61	2.429657e-127	13812.5	785	716	829.86	nan
K80	E73	1.49023	1	1.20996212167263e-24	2.779395e-08	15526.21	296	230	638.48	nan
K80	F17	2.36803	1	4.94065645841247e-324	8.647822e-23	17887.08	5809	3947	278.41	601
K80	H54	1.54687	1	3.48541094557776e-76	1.87458e-12	24381.27	736	520	437.74	223
K80	I10	1.17297	1	1.48219693752374e-323	3.064218e-48	23702.82	20932	13777	507.64	3927
K80	I81	1.78777	1	1.71540129510954e-36	4.429309e-08	21990.93	181	86	477.33	70
K80	K31	1.56747	1	8.49657472376663e-88	2.503017e-33	23381.13	891	556	522.78	349
K80	K42	1.82808	1	0	6.059871e-26	19816.63	2286	1226	492.28	200
K80	K43	1.89692	1	4.94065645841247e-324	3.487793e-293	20710.04	4243	2748	664.29	498
K80	K45	1.36473	1	4.39142186167023e-28	4.404212e-30	18068.51	585	448	693.43	40
K80	K46	1.44284	1	5.91550623443994e-22	6.773147e-27	20350.84	332	236	713.73	49
K80	K57	1.29742	1	1.27654837858356e-232	2.089058e-225	24514.88	6168	4106	623.22	1307
K80	K58	1.62535	1	4.94065645841247e-324	2.062714e-11	17607.61	3543	2923	638.04	212
K80	K65	2.63712	1	4.94065645841247e-324	1.665356e-166	21388.26	3223	2033	280.06	836
K80	K73	1.50831	1	3.13261070594001e-31	1.154051e-09	20348.36	332	238	421.38	80
K80	K74	1.24297	1	6.48746892951846e-31	7.704132e-41	22282.88	1060	564	448.52	513
K80	K75	3.64107	1	0	7.579988e-12	23571.67	701	367	338.25	217
K80	K76	1.70343	1	1.4000408281572e-287	2.967332e-19	20516.87	2377	1569	404.07	518
K80	K83	8.50568	1	0	1.635221e-95	23072.22	9276	5592	238.68	2935
K80	K90	1.26366	1	8.97377455344339e-19	2.295175e-46	17750.78	580	440	690.42	74
K80	K91	1.62915	1	1.79958450598237e-191	1.77422e-134	18674.75	1302	979	583.68	205
K81	C22	1.58835	1	1.26073720032086e-11	3.307735e-14	25666.41	150	72	384.31	nan
K81	C23	9.55279	1	6.51563346881564e-121	1.489172e-08	26774.12	134	99	187.81	107
K81	C24	3.29003	1	3.64457997104645e-63	1.929068e-08	25886.99	174	106	306.86	154
K81	C25	1.68399	1	6.33223384515668e-30	1.925896e-08	25640.54	313	159	315.47	279
K81	K43	2.4682	1	1.25712167545327e-230	4.535819e-60	22189.32	1060	527	617.74	155
K83	A04	1.74072	1	2.43498216367502e-54	2.614795e-10	25474.43	301	176	407.33	186
K83	A49	1.94999	1	3.64978733067516e-195	3.441387e-12	25013.66	816	379	374.77	534
K83	D63	1.44858	1	5.65322906359837e-37	1.157886e-13	25030.55	478	225	341.68	450
K83	E13	6.73095	1	0	2.420941e-14	22075.8	290	117	465.47	141
K83	E41	2.1825	1	3.25211147524924e-25	2.740435e-08	25324.9	110	56	360.35	82
K83	E86	1.17586	1	3.68601526439973e-25	5.961228e-28	26619.88	1578	873	452.16	1212
K83	F41	1.66619	1	1.31541218097742e-65	4.083257e-33	23517.78	459	256	365.77	372
K83	G47	1.20703	1	1.31146824931995e-14	1.232358e-32	22978.28	563	262	437.39	442
K85	A04	1.3606	1	2.0356281829908e-16	9.485011e-20	23346.81	364	180	511.15	173
K85	A41	1.45502	1	1.13492734703218e-141	1.390631e-33	23630.85	2546	1077	386.72	1549
K85	B37	1.59375	1	1.65219772288748e-39	8.239748e-15	21779.89	425	183	544.05	217
K85	C25	3.53678	1	0	2.106138e-65	23328	772	334	335.85	638
K85	D73	6.39711	1	2.5268383716372e-132	1.74295e-08	18670.4	107	40	459.87	37
K85	E10	2.06872	1	4.94065645841247e-324	2.163101e-65	20003.03	2047	642	501.05	639
K85	E11	1.64051	1	4.94065645841247e-324	2.60809e-64	21217.7	2838	987	558.21	749
K85	E13	7.38319	1	0	8.73688e-216	18807.28	613	176	638.96	140
K85	E14	2.15122	1	1.56618750891915e-312	2.716977e-98	20025.72	1061	342	600.56	353
K85	E16	1.69341	1	2.96270262172413e-66	5.241642e-99	20033.15	394	134	772.38	186
K85	E41	2.11756	1	5.26001043266879e-25	8.118276e-20	22870.75	91	45	669.05	48
K85	E47	2.00352	1	3.42299983457706e-13	4.231185e-08	21124.1	58	24	690.62	25
K85	E64	1.93094	1	8.29529269101485e-45	1.233206e-37	21584.2	228	111	627.35	109
K85	E87	1.32461	1	2.0017136387147e-47	5.897108e-67	23476.73	1311	658	517.8	659
K85	F33	1.41979	1	9.06957561311351e-28	6.492826e-09	20534.57	456	236	550.94	124
K85	G62	1.36129	1	9.20283666619076e-21	6.211975e-14	20557.29	385	130	750.18	119
K85	I81	9.70796	1	0	2.929347e-10	19552.22	218	84	361.9	73
K85	I82	1.69932	1	1.4286979600863e-31	4.682942e-11	20384.88	232	93	514.99	81
K85	I85	1.76378	1	8.71949489070733e-50	1.20641e-16	18824.49	259	74	673.56	144
K85	I86	2.04823	1	6.07077700374918e-22	1.31392e-11	17909.9	73	nan	786.21	28
K85	K22	1.33905	1	9.75735316378901e-20	1.175287e-07	21405.13	447	153	650.44	153
K85	K31	3.97486	1	2.61750990811682e-300	3.334778e-23	21567.96	385	147	521.05	177
K85	K43	2.00598	1	2.40301922206565e-182	2.288378e-39	20538.96	863	363	641.54	144
K85	K46	2.63729	1	2.10124969216925e-38	7.54589e-09	20403.84	98	46	675.03	24
K85	K59	1.21987	1	1.29161269548694e-43	1.020385e-30	22019.45	2059	945	593.91	809
K85	K63	1.87451	1	2.39491808370473e-62	1.592764e-08	21001.03	374	171	448.87	140
K85	K70	2.76181	1	0	1.456654e-13	18496.71	1217	352	499.49	579
K85	K72	1.82845	1	1.41525949281061e-57	9.241304e-26	19938.44	385	152	481.98	284
K85	K74	2.00066	1	1.17498915429705e-91	1.068583e-20	20228.16	389	147	551.25	206
K85	K75	5.02514	1	5.28469009792465e-182	4.584127e-09	21611.92	225	90	419.34	92
K85	K83	9.78708	1	0	1.704682e-17	22270.17	2350	1139	301.07	794
K85	K86	26.4284	1	0	1.269766e-248	19232.4	6809	2264	321.52	1672
K85	K90	2.94452	1	3.56503864473094e-99	7.707667e-13	18727.69	173	78	628.4	44
K85	K91	1.67426	1	7.44315172523909e-41	4.022887e-16	19281.17	301	165	549.82	71
K85	K92	1.83013	1	2.11514082354617e-230	5.597024e-13	21272.67	1500	533	508.45	687
K86	A04	2.7858	1	3.46394418308072e-292	4.14779e-09	22483.72	278	116	517.58	140
K86	A41	2.41735	1	4.94065645841247e-324	1.3495e-78	22352.39	1714	607	500.18	1099
K86	A49	2.20068	1	0	1.903015e-42	22422.62	564	194	616.23	294
K86	C06	2.05402	1	1.10962424838904e-46	4.873685e-09	20297.34	68	nan	847.65	39
K86	C09	1.49743	1	5.15043230538233e-11	5.96704e-10	19893.03	33	nan	850.45	nan
