D1	D2	RR	direction_yes_no	p5years	p.value.direction	AGE_AT_D1	counts	female_counts	CODE_DIFF_DAYS	death_counts
N31	A46	1.73399	1	2.17416876640102e-57	1.097183e-15	22057.22	359	123	875.76	129
N31	A49	1.7915	1	3.75855938433763e-59	1.71964e-64	21696.12	363	120	772.44	157
N31	B37	1.45352	1	3.98702446848001e-11	1.795539e-10	22416.1	144	72	739.01	74
N31	B95	2.39037	1	1.22256159182961e-14	2.730989e-08	21217.19	36	nan	682.28	nan
N31	B96	4.46505	1	1.699829530069e-87	2.027059e-12	20423.56	72	33	787.1	27
N31	E64	2.1131	1	1.89637983353108e-29	8.854e-08	19904.23	81	35	778.93	46
N31	E86	1.49613	1	1.24907928046418e-61	1.263262e-132	25465.03	939	340	756.8	613
N31	E87	1.28876	1	4.41766381738987e-14	2.959361e-57	23691.3	459	213	789.39	234
N31	F01	2.12605	1	1.73857751451798e-22	8.047859e-22	27468.23	128	nan	734.18	89
N31	F02	3.71029	1	9.62190007609465e-37	1.019636e-10	26152.59	70	nan	769.29	42
N31	F03	1.47893	1	5.35929616320692e-21	1.214501e-48	27700.42	391	109	716.08	284
N31	F32	1.44287	1	3.58887433828045e-22	7.767829e-08	24987.27	383	165	744.03	196
N31	G47	1.33053	1	1.15541310450806e-20	4.20999e-40	19275.28	355	115	779.52	86
N31	J15	1.3512	1	6.4246872564738e-28	4.020322e-106	24114.72	651	207	802.14	394
N31	J18	1.27388	1	1.23828711511143e-58	1.191864e-117	24005.32	1916	587	755.74	1160
N31	J22	1.62662	1	3.0720805107555e-11	1.255925e-35	23050.65	112	42	945.37	66
N31	J69	2.68007	1	1.22838140645945e-52	1.764574e-48	22861.97	150	41	909.09	109
N31	J96	1.70104	1	7.74340488525531e-109	1.377411e-83	22459.36	602	230	793.01	392
N31	K43	1.5419	1	3.99398934036684e-27	6.770553e-10	21235.84	256	104	748.62	61
N31	K56	1.95445	1	2.1536799972189e-86	4.948429e-21	22179.26	366	152	747.3	164
N31	K59	2.72583	1	4.94065645841247e-324	4.049154e-57	20065.94	1543	672	732.98	496
N31	K62	1.58509	1	4.14686347175318e-52	2.727224e-14	21725.81	529	195	816.09	159
N31	K63	1.6662	1	1.93827701747262e-16	1.046007e-19	21721.6	108	44	829.61	45
N31	K64	1.51162	1	2.92581499820195e-14	4.159422e-63	20077.6	121	57	885.36	nan
N31	L89	9.4428	1	0	7.56329e-34	19710.29	524	196	748.64	221
N31	L97	2.10962	1	1.14719137979105e-79	1.405608e-37	22221.02	265	85	811.16	132
N31	L98	1.91472	1	1.42764224977649e-45	2.065247e-12	19379.35	222	76	785.09	73
N31	M80	1.55132	1	2.61564236707635e-25	5.149673e-31	26449.46	246	141	836.74	118
N31	M81	1.6409	1	7.96249550575004e-85	4.117738e-42	23579.13	523	314	792.23	184
N31	N18	1.59735	1	7.65700572896556e-70	4.019839e-40	22801.56	485	139	739.85	257
N31	N19	1.83944	1	3.68011944766023e-59	2.683223e-24	23835.95	317	81	677.06	192
N31	N21	10.1215	1	0	7.93596e-11	20993.08	297	67	607.87	96
N31	N28	2.40834	1	2.98058144457055e-48	1.153102e-09	21399.43	166	41	712.73	58
N32	A41	1.96726	1	3.19274919292517e-196	2.487739e-15	25536.32	1001	347	533.01	625
N32	E86	1.22346	1	2.32345797538598e-15	5.276333e-53	27330.4	769	366	666.34	539
N32	K59	1.62108	1	3.40107538432543e-103	4.81352e-15	23410.54	995	517	647.95	433
N32	L89	1.69341	1	9.60860693847336e-20	7.632139e-09	25933.37	155	78	558.54	111
N32	N18	1.29586	1	3.6584108766339e-18	6.706256e-11	25104.72	394	135	673.42	224
N35	A41	1.31173	1	1.93117752113916e-41	3.554104e-69	25471.54	848	48	647.22	466
N35	N39	2.42372	1	0	2.160408e-30	23959.12	1277	183	598.97	507
N36	A41	1.36706	1	9.51734981481802e-12	4.082313e-09	25448.55	276	121	504.64	161
N39	A04	1.57981	1	6.6077580515233e-269	5.411581e-15	27676.62	3503	2158	394.68	2321
N39	A49	1.44737	1	4.94065645841247e-324	1.416854e-47	26695.95	6895	3863	462.4	3787
N39	E41	1.53107	1	2.6045874036128e-44	1.647511e-13	28471.68	729	455	384.26	522
N39	F00	1.52178	1	5.96312002796124e-251	1.532479e-12	30033.79	3150	2170	486.14	2092
N39	G30	1.48317	1	3.10930081331404e-134	3.236022e-22	29726.87	1975	1370	503.76	1231
N39	J15	1.25399	1	8.03174050375935e-261	1.838832e-14	27668.45	12423	7152	498.07	8664
N39	J69	1.82286	1	7.59260233210254e-268	1.303505e-120	27246.03	2166	958	549.2	1706
N39	J81	1.15973	1	3.70852825846427e-18	1.145105e-15	28878.97	2236	1357	495.39	1858
N39	J96	1.07008	1	1.9102577838463e-23	5.918753e-160	26881.41	9865	5999	538.98	7409
N39	L89	1.96897	1	4.94065645841247e-324	9.602053e-30	27323.55	3455	2018	491.33	2556
N40	A41	1.16723	1	1.24468560979733e-129	0	27469.02	9024	0	593.77	5571
N40	C61	1.15464	1	6.40345549005336e-137	0	26628.03	12886	0	413.74	5895
N40	D07	1.52871	1	2.05092976187346e-14	1.030719e-15	25856.92	169	0	626.74	72
N40	D29	2.33876	1	4.09565217692717e-118	4.893523e-09	26400.89	425	0	441.06	174
N40	E53	1.3178	1	4.28244689393123e-16	1.685703e-29	28928.73	341	0	589.06	201
N40	E55	1.2287	1	2.93725012362091e-15	1.35379e-100	28737.85	579	0	605.32	338
N40	F00	1.28967	1	2.37666971740301e-51	0	28933.32	1192	0	738.2	797
N40	F01	1.21325	1	3.09156642627153e-23	1.266078e-189	28378.5	957	0	683.6	722
N40	F03	1.11898	1	5.56259838099153e-33	0	29064.87	3893	0	689.98	3132
N40	F32	1.16652	1	3.20449781217616e-40	5.647764e-190	27592.83	2594	nan	616.19	1714
N40	F33	1.32107	1	8.56958320389699e-47	3.146125e-116	27275.53	954	0	622.46	532
N40	F34	1.39575	1	3.05451151649455e-14	2.506175e-18	27019.63	186	0	614.51	110
N40	G20	1.17825	1	2.57637648274583e-39	3.108864e-142	27362.41	1725	0	703.13	1018
N40	G21	1.44927	1	3.36291509542656e-29	6.21745e-55	27165.58	349	0	750.03	227
N40	H54	1.47332	1	2.24036915303712e-53	6.324408e-24	28112.1	505	0	513.58	272
N40	I10	1.05306	1	6.55367113340886e-52	4.369722e-123	26304.72	17609	0	655.21	6121
N40	N02	2.46619	1	6.72377369761364e-252	4.691418e-19	27484.76	663	0	538.82	379
N40	N10	1.75598	1	6.06856985918764e-238	1.048572e-34	26517.78	1653	0	523.28	788
N40	N12	1.61354	1	5.88640621321511e-33	6.065453e-17	26193.31	293	0	568.83	125
N40	N13	1.45253	1	1.5445196882003e-245	3.137246e-96	26919.56	3279	0	470.05	1896
N40	N28	1.1573	1	1.09257001514158e-13	7.843205e-104	27050.13	1009	0	603.65	522
N40	N30	1.89958	1	9.88131291682493e-324	0	27247.47	17465	0	480.6	8693
N40	N31	2.83009	1	4.94065645841247e-324	4.98265e-25	25103.39	2679	0	395.9	852
N40	N32	3.7162	1	0	1.677167e-64	24261.2	2592	0	399.29	660
N40	N35	3.21846	1	4.94065645841247e-324	3.067732e-254	25426.8	3729	0	428.96	1060
N40	N36	1.99744	1	2.35741405357271e-53	1.013025e-16	26380.33	221	0	505.31	107
N40	N39	1.64722	1	4.94065645841247e-324	0	27471.41	10116	0	576.41	5481
N40	N42	3.28055	1	1.0684227903697e-184	1.304057e-17	25980.28	346	0	446.89	106
N40	N45	2.79681	1	4.94065645841247e-324	3.681984e-100	25765.86	3346	0	520.03	960
N40	N47	1.51848	1	2.5552650248181e-163	1.677041e-24	26967.11	2074	0	494	783
N40	N48	1.59635	1	2.45384427444524e-159	8.927083e-12	23485.75	1671	0	579	231
N40	N49	1.60977	1	2.20212041317384e-59	1.168696e-34	26316.66	482	0	623.05	243
N40	N50	1.51396	1	1.18864610081954e-72	1.226975e-14	23707.56	968	0	637.15	189
N40	N99	3.20254	1	0	5.341448e-283	26129.63	2835	nan	445.2	980
N40	Q61	1.25082	1	2.9302810387181e-15	3.529788e-21	25786.59	421	0	584.22	107
N41	C61	2.67996	1	1.65488397399184e-168	1.011638e-39	24523.52	500	0	410.83	110
N41	K57	1.41912	1	1.61792739794639e-10	3.928532e-18	23405.42	241	0	720.37	34
N43	N49	6.69372	1	0	1.167115e-32	20017.57	642	0	263.27	91
N43	N50	6.24469	1	0	2.617643e-23	17268.69	2029	0	334.44	143
N44	E29	4.55909	1	1.07898311611182e-38	9.879456e-16	9178.08	63	0	446.03	nan
N44	F52	12.9893	1	5.10688061454632e-75	6.484375e-09	10193.53	58	0	445.31	nan
N44	N49	6.99166	1	6.21427471158178e-106	1.239028e-08	9189.55	148	0	151.61	nan
N44	N50	12.7274	1	0	8.097184e-18	7190.92	1218	0	242.33	nan
N45	A41	1.19876	1	6.75050715182101e-19	5.375104e-37	24859.52	1365	0	538.18	678
N45	C62	2.14001	1	2.20109865135785e-58	1.036849e-08	13840.5	345	0	155.07	27
N45	E29	2.2092	1	5.09948818198829e-24	2.113006e-15	15465.57	106	0	476.25	nan
N45	N39	1.76559	1	9.36561689437838e-159	1.634533e-10	24448.42	1365	0	518.59	571
N45	N49	10.3446	1	0	2.074535e-11	20327.41	1030	0	166.01	260
N45	N50	7.43013	1	0	2.526487e-28	15412.52	2102	0	323.81	146
N46	E29	3.88191	1	7.6219203477482e-168	2.391998e-16	13041.49	322	0	429.25	nan
N47	A63	1.35099	1	5.15520714564913e-14	8.780037e-09	10769.01	349	0	415.86	nan
N47	C60	7.4826	1	5.13837588395976e-137	2.230599e-20	25139.38	141	0	328.26	57
N47	E14	1.23152	1	7.67994904034582e-14	9.967286e-25	20347.46	679	0	662.2	194
N47	L90	2.01023	1	3.93682815360516e-79	5.805232e-12	14787.14	524	0	397.91	nan
N48	E14	1.71192	1	2.77989349794683e-74	1.619548e-07	20163.07	522	0	722.88	130
N48	G63	2.31881	1	2.56229213781321e-29	3.108986e-13	20750.44	106	0	928.93	nan
N48	H36	2.38123	1	2.9808368925683e-197	6.611452e-09	18807.81	493	0	861.55	73
N48	N39	1.35676	1	2.34377146954413e-26	3.323895e-24	21257.43	749	0	647.77	180
N49	F17	1.74134	1	1.42645680807655e-26	6.50589e-08	18165.74	192	0	693.1	37
N50	E29	4.082	1	6.34100734898507e-106	3.205717e-08	15045.67	203	0	521.47	nan
N60	C50	1.24175	1	1.51728350559691e-44	2.472065e-175	20447.77	2115	nan	517.16	298
N60	D05	4.95634	1	0	2.536594e-48	20093.4	595	nan	369.14	21
N61	F17	1.93376	1	6.37829935777267e-55	1.825636e-16	15492.76	273	nan	679.72	nan
N61	N64	13.4829	1	0	9.255087e-15	15454.53	875	854	439.3	37
N62	E23	1.60048	1	3.20982431346418e-18	1.645407e-16	17088.1	191	22	495.42	nan
N62	E29	9.93958	1	0	6.298802e-29	19359.94	444	0	331.41	42
N62	L90	4.47182	1	0	4.636216e-101	14011.59	1373	1160	635.76	35
N62	L91	2.78581	1	3.05950572679649e-49	3.883295e-08	13078.32	138	112	670.67	nan
N62	O92	1.64323	1	1.37577119987116e-27	1.423274e-93	9189.62	244	244	1169.6	nan
N63	C50	4.57884	1	4.94065645841247e-324	1.639994e-280	22145.86	9725	9679	96.97	1922
N63	C77	1.52506	1	5.07428000382755e-43	2.909979e-182	21379.08	903	882	360.33	340
N63	C79	1.35123	1	1.63717258671522e-28	0	22204.34	921	nan	738.6	736
N63	D05	9.58914	1	0	8.688367e-71	21068.75	1302	nan	163.2	90
N63	G98	1.40501	1	3.33333881685375e-10	1.607589e-40	17451.28	54	nan	856.11	nan
N63	I89	1.75462	1	2.68267373403605e-36	3.092354e-93	19728.26	224	nan	662.79	43
N63	I97	4.25486	1	1.16830876561129e-178	6.767703e-106	21076.26	286	nan	702.34	73
N63	L59	2.52957	1	1.99996666661244e-17	6.09195e-18	17770.84	61	61	860.39	nan
N70	D25	2.30394	1	5.01252618520472e-264	1.807726e-11	15812.48	1205	1205	370.37	24
N70	E28	1.95972	1	5.32727450308715e-35	4.277616e-09	10189.96	234	234	556.35	nan
N70	F17	1.64303	1	4.49047882221168e-32	2.939823e-113	12088.65	423	423	522.56	nan
N70	K56	1.42151	1	8.10052881141545e-14	3.898135e-48	15742.89	310	310	573.22	41
N70	K57	2.41848	1	9.54214676317767e-92	2.551937e-108	17934.22	381	381	549.45	21
N70	K66	5.68969	1	2.11559778507499e-222	1.736894e-10	13615.35	349	349	319.72	nan
N70	M62	1.78471	1	5.99949446491845e-154	4.59488e-75	11306.43	1516	1516	638.16	36
N70	N30	1.57195	1	6.93380580186207e-91	1.335987e-26	11794	1392	1392	555.42	62
N70	N76	1.57665	1	3.54030427285459e-25	2.942718e-24	11558.78	408	408	578.11	nan
N70	N80	5.35647	1	0	1.620754e-09	12783.67	1502	1502	337.13	30
N70	N84	1.9523	1	3.52589788181565e-61	2.492716e-48	15125.25	430	430	531	nan
N70	N92	1.40822	1	5.16503732189464e-84	2.446655e-106	13245.27	1835	1835	650.68	30
N70	N94	2.27997	1	4.10680418428161e-204	1.236426e-55	11593.21	1066	1066	618.45	nan
N70	N98	4.50638	1	2.02062832844033e-87	9.789179e-12	10897.89	167	167	623.73	nan
N70	N99	4.97308	1	1.07316108037108e-218	3.486389e-15	13786.82	365	365	425.86	nan
N70	O20	1.2376	1	6.08287768125283e-20	1.1122e-21	9706.28	1297	1297	773.82	nan
N70	O30	1.80171	1	3.89767890014753e-51	2.633482e-63	10841.21	521	521	732.25	0
N70	O84	1.65908	1	3.54674488854565e-34	1.185409e-58	10927.5	464	464	836.43	nan
N71	C54	4.48096	1	5.59096004387507e-78	1.470597e-08	25504.9	146	146	127.62	62
N71	D25	2.609	1	1.03334857973873e-188	4.944779e-25	15801.59	693	693	435.59	22
N71	F17	1.45611	1	1.21396976944339e-13	5.039116e-55	12208.97	261	261	673.35	nan
N71	G43	1.35757	1	1.01645692413545e-11	9.621178e-31	11415.62	342	342	830.73	nan
N71	K57	1.83019	1	1.72818841879205e-32	2.136758e-55	19684.43	283	283	581.11	28
N71	K66	2.45658	1	5.66641512154331e-20	4.90094e-13	13229.2	105	105	610.47	nan
N71	M62	2.18128	1	7.01465781102198e-205	3.47948e-09	11465.79	1215	1215	582	34
N71	N80	3.17497	1	9.94522330667219e-259	6.029016e-09	12603.39	646	646	427.41	nan
N71	N84	2.32702	1	1.27356439462855e-65	7.937797e-08	17496.92	291	291	498.15	24
N71	N92	2.30046	1	0	2.611407e-18	13033.42	1600	1600	545.41	39
N71	N94	2.47757	1	7.84908531667455e-169	2.134984e-23	11723.48	833	833	588.83	nan
N71	N99	1.9289	1	5.11669457547639e-13	5.364851e-10	12803.62	105	105	566.09	nan
N72	D25	1.73853	1	2.92191063029009e-13	2.297474e-08	15981.09	140	140	651.46	nan
N73	F17	1.81444	1	5.31863889891269e-21	1.949188e-23	14846.19	151	151	546.62	nan
N73	K43	1.94909	1	1.19290840490168e-22	2.152325e-30	17090.34	167	167	655.95	nan
N73	K56	2.05489	1	1.43452780321805e-31	2.315415e-09	17105.58	206	206	410.88	44
N73	K57	2.99568	1	8.87908266832086e-89	5.526469e-13	19775.67	256	256	375.87	26
N75	K60	2.17513	1	4.42151219104928e-54	2.521246e-09	12732.56	220	220	573.08	nan
N75	N82	5.75201	1	4.55678221874227e-106	1.317971e-11	13001.85	102	102	525.5	nan
N76	F17	1.89029	1	5.81151974725686e-82	1.133119e-51	14086.72	504	504	671.51	28
N76	H36	1.48327	1	1.31344162936036e-13	6.43912e-15	16236.67	144	144	797.66	nan
N76	L08	1.9709	1	1.10559618566904e-59	7.97573e-10	13343.95	413	413	613.73	32
N76	L30	1.67365	1	8.72819477178854e-23	2.033955e-10	15796.38	253	253	637.43	22
N76	L72	2.52604	1	4.6892604378693e-34	5.884133e-09	14386.92	111	111	720.32	nan
N76	L73	11.8557	1	0	3.764153e-22	12503.59	677	677	539.04	nan
N76	L90	2.24628	1	1.38638766979927e-112	5.291643e-17	16944.72	572	572	524.61	24
N76	L98	1.46171	1	5.74251026022633e-12	8.802523e-13	15857.75	193	193	647.16	20
N80	F52	2.94361	1	9.58124365413063e-66	3.781865e-09	11136.17	88	88	772.78	0
N80	K56	1.64193	1	1.85578338850964e-61	2.470034e-33	15163.41	336	336	603.91	35
N80	K59	1.30725	1	1.16356139053436e-58	2.816273e-63	13699.37	945	945	724.01	68
N80	K62	1.59275	1	5.47497667398735e-70	3.454811e-59	13802	467	467	750.37	20
N80	K66	14.339	1	0	1.538641e-17	13240	702	702	338.67	21
N80	N13	2.6543	1	1.24396014456851e-262	1.236458e-16	13795.28	281	281	569.69	21
N80	N32	1.88362	1	2.09427194363509e-20	9.635863e-08	13814.65	52	52	643.54	nan
N80	N95	1.32431	1	4.41394915324241e-14	1.733636e-11	18607.32	283	283	574.46	nan
N80	N98	5.40316	1	0	3.487595e-10	10934.52	281	281	642.84	nan
N80	N99	11.2199	1	0	1.068577e-37	13831.06	690	690	418.59	nan
N80	O30	2.04241	1	1.0756248414841e-194	1.573364e-18	10864.37	705	705	687.29	nan
N80	O44	2.85671	1	2.65986054162171e-165	7.086321e-10	11219.94	250	250	775.16	nan
N80	O84	1.85126	1	5.42305460357858e-123	2.899373e-20	10969.23	610	610	842.93	nan
N81	I10	1.37986	1	1.48219693752374e-323	2.479593e-135	25061.38	17016	17016	424.12	1982
N81	K57	1.06747	1	2.19777531773033e-12	0	24870.86	3516	3516	849.11	500
N81	K62	1.25997	1	9.24544024173832e-93	5.079911e-110	24869.22	2592	2592	715.65	594
N81	K64	1.23597	1	1.01020131303581e-26	2.053793e-277	21384.64	942	942	781.34	29
N81	L90	1.42766	1	6.78173662763979e-80	2.851628e-18	22337.82	1150	1150	518.85	42
N81	N30	1.10467	1	5.01406054696496e-49	0	25794.38	7217	7217	559.9	1952
N81	N32	2.07266	1	1.15339700231687e-143	6.951837e-14	22575.45	667	667	505.28	84
N81	N39	2.58295	1	9.88131291682493e-324	1.164685e-10	22763.41	15944	15944	320.63	1707
N81	N89	3.15933	1	0	6.098218e-20	21910.67	875	875	409.99	64
N81	N99	12.475	1	0	4.187098e-250	24369.42	3174	3174	399.8	297
N81	Q51	12.8487	1	0	6.748522e-11	20969.08	534	534	203.22	20
N82	E87	1.63513	1	2.10999367504042e-21	5.242685e-08	24303.36	125	125	549.5	77
N82	K43	5.24284	1	1.37634476514711e-274	5.322064e-22	22104.17	204	204	653.44	46
N83	C56	2.09522	1	4.74435023383079e-171	7.186433e-118	20538.89	1285	1285	126.57	387
N83	C57	2.03636	1	2.68046206184559e-13	2.389136e-15	22658.78	104	104	149.02	38
N83	D07	2.3741	1	1.25048983856219e-48	1.38551e-07	18206.62	221	221	285.18	nan
N83	D27	12.6758	1	0	2.099987e-21	16541.53	10886	10886	165.33	512
N83	D39	11.297	1	0	8.918255e-09	18306.8	978	978	146.73	86
N83	F17	1.69284	1	2.25979465670937e-153	1.294843e-15	14933.41	1469	1469	424.11	64
N83	I10	1.19122	1	1.37307659251845e-89	1.465298e-16	21628.88	4778	4778	463.84	480
N83	K43	1.46824	1	1.09775303219354e-56	1.672949e-86	18849.83	1013	1013	679.64	68
N83	K56	1.18873	1	9.28265506376328e-13	1.739946e-49	19652.27	956	956	540.23	276
N83	K57	1.41471	1	5.58817733817305e-74	4.5097e-99	21702.1	1510	1510	625	127
N83	K66	6.66346	1	0	1.495633e-16	15495.89	971	971	318.22	28
N83	N39	1.09342	1	2.07988021773783e-11	1.326225e-51	19024.92	2849	2849	594.34	329
N83	N80	6.16091	1	0	1.006054e-20	13439.7	5643	5643	237.33	98
N83	N99	4.72168	1	0	3.781006e-39	16673.48	990	990	393.17	43
N83	Q50	17.8938	1	0	1.371722e-13	14230.56	702	702	196.65	21
N84	C54	4.12062	1	0	3.292766e-196	23686.67	1214	1214	202.1	164
N84	C55	2.0797	1	2.63145014552833e-13	7.171218e-16	23743.54	72	72	408.89	36
N84	D07	7.92452	1	0	6.161381e-46	22441.64	630	630	188.47	33
N85	C54	6.97471	1	2.86453508699233e-311	5.283297e-53	23638.94	443	443	176.23	78
N87	C52	4.84819	1	3.82361958321646e-29	3.825531e-14	20606.7	30	30	763.6	nan
N87	C53	3.288	1	0	9.004024e-91	15969.83	1051	1051	163.76	95
N87	D06	9.7077	1	0	2.845295e-19	13466.27	3350	3350	149.69	68
N87	F17	1.37965	1	5.68586231086096e-37	1.242478e-31	13359.87	799	799	487.93	nan
N87	N84	1.45762	1	1.00866797715689e-54	1.114224e-47	15633.67	1065	1065	525.16	31
N87	N85	1.4651	1	8.64967459494801e-15	1.36506e-18	15371.84	253	253	540.13	nan
N87	N88	9.47654	1	0	1.033065e-135	14667.54	862	862	544.01	nan
N87	N89	3.30829	1	2.22169350347976e-230	6.898982e-16	15423	482	482	451.15	23
N87	N92	1.25322	1	4.68013417364952e-106	2.52504e-152	13711.48	4433	4433	573.8	73
N87	N93	2.32357	1	4.1995579896506e-322	2.129608e-32	12132.48	1607	1607	480.91	23
N87	N94	1.27914	1	6.15514332244989e-41	1.598355e-19	12527.91	1626	1626	599.72	24
N87	N95	1.32238	1	8.85809911562531e-21	1.713431e-80	20223.13	607	607	582.2	41
N87	O34	1.5797	1	1.51272660165515e-187	0	10404.18	2560	2560	900.54	nan
N89	C52	30.0265	1	4.1409213969974e-139	4.29109e-09	23430.25	48	48	453.29	20
N91	E03	2.10138	1	9.33385298691432e-40	1.577486e-18	10954.63	198	198	572.13	nan
N91	E11	2.02039	1	3.18141368721192e-24	1.386528e-28	12381.28	120	120	730.08	nan
N91	I10	1.48707	1	2.08527370867178e-12	6.644415e-27	14425.5	165	165	719.85	nan
N91	M81	3.55654	1	1.57120000101983e-48	3.801426e-20	12181.93	105	105	726.9	nan
N91	M85	3.27421	1	5.25352481460804e-39	2.107236e-16	12175.11	93	93	594.13	nan
N91	N95	5.58238	1	8.09962384362115e-73	1.008663e-10	15565.21	136	136	553.15	nan
N91	N97	3.88325	1	0	1.192651e-08	9908.65	1246	1246	402.08	nan
N92	C54	2.14196	1	6.11867748136347e-242	0	21568.2	1398	1398	214.56	309
N92	D07	2.07256	1	1.70335646781935e-119	1.035066e-51	18715.96	600	600	330.52	32
N92	D64	1.20648	1	2.81400293268864e-54	1.200067e-26	16109.5	2969	2969	417.85	315
N92	D68	1.27276	1	7.34037215195899e-34	6.11827e-09	14193.31	816	816	607.19	30
N92	D69	1.22411	1	4.83736728852774e-16	1.557225e-19	13965.25	692	692	568.3	64
N92	E68	1.20752	1	1.6406994654039e-16	7.934023e-55	14378.45	818	818	796.16	nan
N92	F17	1.4063	1	7.20179631816158e-157	3.388627e-109	15001.03	2678	2678	483.35	63
N92	I10	1.2981	1	9.88131291682493e-324	0	17648.36	11083	11083	561.18	392
N92	K66	1.45531	1	1.07776435279553e-40	8.701548e-14	15152.97	562	562	646.36	21
N92	N25	2.44326	1	2.33315282156129e-106	2.861555e-08	16847.58	352	352	282.4	nan
N92	N80	3.22565	1	4.94065645841247e-324	1.138499e-32	15412.5	6664	6664	362.53	84
N92	N81	1.17765	1	1.58667783213047e-55	0	17551.39	3968	3968	605.4	101
N92	N85	6.14039	1	4.94065645841247e-324	1.825585e-24	17169.2	3630	3630	267.71	85
N92	N89	1.47974	1	1.70705449137549e-44	4.777927e-21	15430.78	688	688	551.01	26
N92	N95	2.26654	1	4.94065645841247e-324	0	19978.47	7071	7071	524.53	378
N92	N99	1.76557	1	6.89858068928397e-125	3.264129e-91	15566.08	875	875	520.66	nan
N93	N95	4.88255	1	0	4.826936e-08	22418.06	1086	1086	269.73	165
N94	E66	1.20691	1	1.61139495439224e-66	2.321448e-08	13543.43	3602	3602	517.36	59
N94	F17	1.44483	1	1.33728601569407e-45	4.660948e-19	13108.55	845	845	542.2	nan
N94	N39	1.33625	1	1.18813614404714e-61	1.885463e-63	15062.15	1894	1894	648.31	63
N94	N95	1.95588	1	1.44255450270054e-125	3.149343e-76	20234.22	1055	1055	487.51	48
N94	N99	3.53571	1	9.6711938225311e-208	5.851204e-08	14306.53	468	468	438.84	nan
N95	C52	2.44565	1	1.25186375261492e-19	5.446273e-09	27098.28	74	74	455.92	53
N95	C53	1.82167	1	7.72396909884914e-67	8.511339e-28	25899.15	600	600	188.37	314
N95	C54	7.39689	1	0	0	25620.64	3868	3868	135.11	1141
N95	C55	4.33832	1	4.86833694578153e-136	1.973841e-45	26952.78	275	275	348.33	179
N95	C57	1.76026	1	2.48207026328634e-13	1.135963e-28	24794.56	124	124	385.17	57
N95	D07	8.82153	1	0	2.27426e-55	23901.75	780	780	190.68	80
N95	E11	1.07584	1	6.30607025276606e-12	1.864626e-11	23547.36	2482	2482	630.26	516
N95	I51	1.28987	1	6.05851948390283e-10	3.202284e-15	25411.85	338	338	496.26	101
N95	N39	1.07982	1	6.99797108394997e-11	5.489146e-34	24299.37	3599	3599	581.98	887
N96	E03	2.47749	1	3.09534588252938e-93	4.306287e-17	12235.27	200	200	554.91	nan
N96	E06	5.22981	1	1.07752081858783e-133	1.35073e-14	12538.71	132	132	387.92	nan
N96	E66	1.59047	1	3.36948936699128e-86	7.963992e-11	11670.45	646	646	545.27	nan
N96	O13	2.33085	1	6.19012522607104e-36	3.639404e-08	11789.6	128	128	609.34	nan
N96	O23	2.13229	1	1.23659760885023e-60	1.577086e-09	11417	282	282	615.81	nan
N96	O24	1.9363	1	4.79167668211657e-46	5.71373e-16	11762.5	223	223	562.78	nan
N96	O26	6.62585	1	0	7.789443e-115	11721.31	1474	1474	529.53	nan
N96	O30	2.23645	1	5.30267007707486e-51	5.879634e-10	11872.66	200	200	542.46	nan
N96	O32	2.50062	1	1.25812856632816e-102	6.75015e-13	11783.65	329	329	662.65	nan
N96	O34	2.9644	1	4.14995693767826e-239	3.303363e-47	11895.93	521	521	678.2	nan
N96	O36	2.71119	1	9.20333216605434e-213	1.001602e-09	11553.05	538	538	614.95	nan
N96	O40	2.78851	1	8.52539131027671e-30	5.418957e-09	11758.42	76	76	534.18	nan
N96	O42	2.2153	1	4.643902970223e-108	1.575083e-11	11560.02	461	461	591.36	nan
